Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Verify Registration SKP,Chrome 107.0.0.0,,,2023-02-07 17:27:58,2023-02-07 17:30:19,2m - 21.722s,PASSED
,,,,,,,
Test Cases/E2E_Test_SKP/Register_Ref_SKP,Chrome 107.0.0.0,,,2023-02-07 17:27:58,2023-02-07 17:30:19,2m - 21.527s,PASSED
"openBrowser("""")",Chrome 107.0.0.0,,,2023-02-07 17:27:58,2023-02-07 17:28:01,2.869s,PASSED
maximizeWindow(),Chrome 107.0.0.0,,,2023-02-07 17:28:01,2023-02-07 17:28:01,0.211s,PASSED
"navigateToUrl(""https://eacademy-schwarzkopf-professional-com.ref.web.raqn.io/fr/fr/bienvenue/enregistrer.html/please-log-me-in"")",Chrome 107.0.0.0,,,2023-02-07 17:28:01,2023-02-07 17:28:04,2.323s,PASSED
"click(findTestObject(""Object Repository/Page_Senregistrer/button_Autoriser tous les cookies""))",Chrome 107.0.0.0,,,2023-02-07 17:28:04,2023-02-07 17:28:05,1.710s,PASSED
"click(findTestObject(""Object Repository/Page_Senregistrer/input""))",Chrome 107.0.0.0,,,2023-02-07 17:28:05,2023-02-07 17:28:37,31.745s,PASSED
RN = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 107.0.0.0,,,2023-02-07 17:28:37,2023-02-07 17:28:37,0.000s,PASSED
RN = Math.random() * 1000,Chrome 107.0.0.0,,,2023-02-07 17:28:37,2023-02-07 17:28:37,0.008s,PASSED
"setText(findTestObject(""Object Repository/Page_Senregistrer/input_E-mail_email""), ""dontobono+"" + RN + ""@gmail.com"")",Chrome 107.0.0.0,,,2023-02-07 17:28:37,2023-02-07 17:28:38,1.276s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Senregistrer/input_Mot de passe_password""), ""DwTTIjmC6TIdOW0tF9H0lw=="")",Chrome 107.0.0.0,,,2023-02-07 17:28:38,2023-02-07 17:28:39,0.524s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Senregistrer/input_Confirmer le mot de passe_passwordRetype""), ""DwTTIjmC6TIdOW0tF9H0lw=="")",Chrome 107.0.0.0,,,2023-02-07 17:28:39,2023-02-07 17:28:40,0.799s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Senregistrer/select_Mme.M.Div""), ""mr"", true)",Chrome 107.0.0.0,,,2023-02-07 17:28:40,2023-02-07 17:28:41,1.555s,PASSED
"setText(findTestObject(""Object Repository/Page_Senregistrer/input_Prnom_profile.firstName""), ""Bobby"")",Chrome 107.0.0.0,,,2023-02-07 17:28:41,2023-02-07 17:28:42,1.054s,PASSED
"setText(findTestObject(""Object Repository/Page_Senregistrer/input_Nom_profile.lastName""), ""Saputra"")",Chrome 107.0.0.0,,,2023-02-07 17:28:42,2023-02-07 17:28:43,0.761s,PASSED
