Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Verify Login SKP,Chrome 107.0.0.0,,,2023-02-13 15:28:55,2023-02-13 15:32:54,3m - 59.249s,PASSED
,,,,,,,
Test Cases/Login to SKP site/Verify Login SKP,Chrome 107.0.0.0,,,2023-02-13 15:31:57,2023-02-13 15:32:54,57.493s,PASSED
"openBrowser("""")",Chrome 107.0.0.0,,,2023-02-13 15:31:57,2023-02-13 15:31:59,2.155s,PASSED
"navigateToUrl(""https://eacademy-schwarzkopf-professional-com.ref.web.raqn.io/fr/fr/bienvenue/login.html/please-log-me-in"")",Chrome 107.0.0.0,,,2023-02-13 15:31:59,2023-02-13 15:32:02,3.192s,PASSED
"click(findTestObject(""Object Repository/Page_Login/button_Autoriser tous les cookies""))",Chrome 107.0.0.0,,,2023-02-13 15:32:02,2023-02-13 15:32:05,2.417s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login/input_E-mail_username""), ""13kZ8gQ78EDBcCNmg339zDKsqBmecz/GYnEFWYF0PJ8="")",Chrome 107.0.0.0,,,2023-02-13 15:32:05,2023-02-13 15:32:06,0.889s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login/input_Mot de passe_password""), ""DwTTIjmC6TIdOW0tF9H0lw=="")",Chrome 107.0.0.0,,,2023-02-13 15:32:06,2023-02-13 15:32:06,0.523s,PASSED
"click(findTestObject(""Object Repository/Page_Login/input_Vous avez oubli votre mot de passe_gi_d5d053""))",Chrome 107.0.0.0,,,2023-02-13 15:32:06,2023-02-13 15:32:07,0.423s,PASSED
"click(findTestObject(""Page_Accueil/svg""))",Chrome 107.0.0.0,,,2023-02-13 15:32:07,2023-02-13 15:32:27,20.851s,PASSED
"mouseOver(findTestObject(""Object Repository/Page_Accueil/button_BS""))",Chrome 107.0.0.0,,,2023-02-13 15:32:27,2023-02-13 15:32:51,23.786s,PASSED
"click(findTestObject(""Object Repository/Page_Accueil/span_SE DCONNECTER""))",Chrome 107.0.0.0,,,2023-02-13 15:32:51,2023-02-13 15:32:54,3.046s,PASSED
getUrl(),Chrome 107.0.0.0,,,2023-02-13 15:32:54,2023-02-13 15:32:54,0.029s,PASSED
closeBrowser(),Chrome 107.0.0.0,,,2023-02-13 15:32:54,2023-02-13 15:32:54,0.177s,PASSED
