Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Verify Registration SKP,Chrome 107.0.0.0,,,2023-02-23 16:54:16,2023-02-23 16:56:24,2m - 8.186s,PASSED
,,,,,,,
Test Cases/OSB_SKP/Register user SKP/Verify Registration SKP,Chrome 107.0.0.0,,,2023-02-23 16:55:08,2023-02-23 16:56:24,1m - 15.853s,PASSED
"openBrowser("""")",Chrome 107.0.0.0,,,2023-02-23 16:55:08,2023-02-23 16:55:11,2.591s,PASSED
"navigateToUrl(""https://eacademy-schwarzkopf-professional-com.ref.web.raqn.io/fr/fr/bienvenue/enregistrer.html/please-log-me-in"")",Chrome 107.0.0.0,,,2023-02-23 16:55:11,2023-02-23 16:55:13,2.367s,PASSED
maximizeWindow(),Chrome 107.0.0.0,,,2023-02-23 16:55:13,2023-02-23 16:55:13,0.237s,PASSED
"click(findTestObject(""Object Repository/Page_Senregistrer/button_Autoriser tous les cookies""))",Chrome 107.0.0.0,,,2023-02-23 16:55:13,2023-02-23 16:55:16,2.401s,PASSED
"verifyElementPresent(findTestObject(""Page_Senregistrer/div_Interests, skills and knowledgeStartYou can quit anytime and Continue later""), 0)",Chrome 107.0.0.0,,,2023-02-23 16:55:16,2023-02-23 16:55:16,0.775s,PASSED
delay(5),Chrome 107.0.0.0,,,2023-02-23 16:55:16,2023-02-23 16:55:21,5.006s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ESCAPE))",Chrome 107.0.0.0,,,2023-02-23 16:55:21,2023-02-23 16:55:22,0.474s,PASSED
"click(findTestObject(""Object Repository/Page_Senregistrer/input""))",Chrome 107.0.0.0,,,2023-02-23 16:55:22,2023-02-23 16:55:22,0.567s,PASSED
RN = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 107.0.0.0,,,2023-02-23 16:55:22,2023-02-23 16:55:22,0.000s,PASSED
RN = Math.random() * 1000,Chrome 107.0.0.0,,,2023-02-23 16:55:22,2023-02-23 16:55:22,0.000s,PASSED
"setText(findTestObject(""Object Repository/Page_Senregistrer/input_E-mail_email""), ""dontobono+"" + RN + ""@gmail.com"")",Chrome 107.0.0.0,,,2023-02-23 16:55:22,2023-02-23 16:55:24,1.211s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Senregistrer/input_Mot de passe_password""), ""DwTTIjmC6TIdOW0tF9H0lw=="")",Chrome 107.0.0.0,,,2023-02-23 16:55:24,2023-02-23 16:55:24,0.629s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Senregistrer/input_Confirmer le mot de passe_passwordRetype""), ""DwTTIjmC6TIdOW0tF9H0lw=="")",Chrome 107.0.0.0,,,2023-02-23 16:55:24,2023-02-23 16:55:25,0.699s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Senregistrer/select_Mme.M.Div""), ""mr"", true)",Chrome 107.0.0.0,,,2023-02-23 16:55:25,2023-02-23 16:55:26,1.329s,PASSED
"setText(findTestObject(""Object Repository/Page_Senregistrer/input_Prnom_profile.firstName""), ""Bobby"")",Chrome 107.0.0.0,,,2023-02-23 16:55:26,2023-02-23 16:55:27,0.977s,PASSED
"setText(findTestObject(""Object Repository/Page_Senregistrer/input_Nom_profile.lastName""), ""Saputra"")",Chrome 107.0.0.0,,,2023-02-23 16:55:27,2023-02-23 16:55:28,0.957s,PASSED
"setText(findTestObject(""Page_Senregistrer/input_Date de naissance_local.birthday""), ""27/11/1980"")",Chrome 107.0.0.0,,,2023-02-23 16:55:28,2023-02-23 16:55:29,1.164s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Senregistrer/select_Propritaire de salonChane de salonsS_4b2a29""), ""salon_owner"", true)",Chrome 107.0.0.0,,,2023-02-23 16:55:29,2023-02-23 16:55:31,1.436s,PASSED
