Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Verify Login SKP,Chrome 107.0.0.0,,,2023-02-07 22:33:06,2023-02-07 22:38:24,5m - 17.881s,FAILED
,,,,,,,
Test Cases/Login to SKP site/Verify Login SKP,Chrome 107.0.0.0,,,2023-02-07 22:37:05,2023-02-07 22:38:24,1m - 19.607s,FAILED
"openBrowser("""")",Chrome 107.0.0.0,,,2023-02-07 22:37:05,2023-02-07 22:37:07,2.514s,PASSED
"navigateToUrl(""https://eacademy-schwarzkopf-professional-com.ref.web.raqn.io/fr/fr/bienvenue/login.html/please-log-me-in"")",Chrome 107.0.0.0,,,2023-02-07 22:37:07,2023-02-07 22:37:09,2.084s,PASSED
"click(findTestObject(""Object Repository/Page_Login/button_Autoriser tous les cookies""))",Chrome 107.0.0.0,,,2023-02-07 22:37:09,2023-02-07 22:37:12,2.401s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login/input_E-mail_username""), ""13kZ8gQ78EDBcCNmg339zDKsqBmecz/GYnEFWYF0PJ8="")",Chrome 107.0.0.0,,,2023-02-07 22:37:12,2023-02-07 22:37:14,2.048s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login/input_Mot de passe_password""), ""DwTTIjmC6TIdOW0tF9H0lw=="")",Chrome 107.0.0.0,,,2023-02-07 22:37:14,2023-02-07 22:37:16,1.949s,PASSED
"click(findTestObject(""Object Repository/Page_Login/input_Vous avez oubli votre mot de passe_gi_d5d053""))",Chrome 107.0.0.0,,,2023-02-07 22:37:16,2023-02-07 22:37:19,3.016s,PASSED
"click(findTestObject(""Page_Accueil/svg""))",Chrome 107.0.0.0,,,2023-02-07 22:37:19,2023-02-07 22:37:53,34.114s,PASSED
"mouseOver(findTestObject(""Object Repository/Page_Accueil/button_BS""))",Chrome 107.0.0.0,,,2023-02-07 22:37:53,2023-02-07 22:38:04,11.016s,PASSED
"click(findTestObject(""Object Repository/Page_Accueil/span_SE DCONNECTER""))",Chrome 107.0.0.0,,,2023-02-07 22:38:04,2023-02-07 22:38:24,20.456s,FAILED
