Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Verify Login SKP,Chrome 107.0.0.0,,,2023-02-08 11:00:19,2023-02-08 11:02:28,2m - 8.692s,PASSED
,,,,,,,
Test Cases/Login to SKP site/Verify Login SKP,Chrome 107.0.0.0,,,2023-02-08 11:00:19,2023-02-08 11:02:28,2m - 8.510s,PASSED
"openBrowser("""")",Chrome 107.0.0.0,,,2023-02-08 11:00:20,2023-02-08 11:00:23,3.530s,PASSED
"navigateToUrl(""https://eacademy-schwarzkopf-professional-com.ref.web.raqn.io/fr/fr/bienvenue/login.html/please-log-me-in"")",Chrome 107.0.0.0,,,2023-02-08 11:00:23,2023-02-08 11:00:27,3.969s,PASSED
"click(findTestObject(""Object Repository/Page_Login/button_Autoriser tous les cookies""))",Chrome 107.0.0.0,,,2023-02-08 11:00:27,2023-02-08 11:00:30,2.883s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login/input_E-mail_username""), ""13kZ8gQ78EDBcCNmg339zDKsqBmecz/GYnEFWYF0PJ8="")",Chrome 107.0.0.0,,,2023-02-08 11:00:30,2023-02-08 11:00:32,2.084s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login/input_Mot de passe_password""), ""DwTTIjmC6TIdOW0tF9H0lw=="")",Chrome 107.0.0.0,,,2023-02-08 11:00:32,2023-02-08 11:00:34,1.864s,PASSED
"click(findTestObject(""Object Repository/Page_Login/input_Vous avez oubli votre mot de passe_gi_d5d053""))",Chrome 107.0.0.0,,,2023-02-08 11:00:34,2023-02-08 11:00:37,2.993s,PASSED
"click(findTestObject(""Page_Accueil/svg""))",Chrome 107.0.0.0,,,2023-02-08 11:00:37,2023-02-08 11:02:21,1m - 43.894s,PASSED
"mouseOver(findTestObject(""Object Repository/Page_Accueil/button_BS""))",Chrome 107.0.0.0,,,2023-02-08 11:02:21,2023-02-08 11:02:27,6.347s,PASSED
"click(findTestObject(""Object Repository/Page_Accueil/span_SE DCONNECTER""))",Chrome 107.0.0.0,,,2023-02-08 11:02:27,2023-02-08 11:02:28,0.517s,PASSED
getUrl(),Chrome 107.0.0.0,,,2023-02-08 11:02:28,2023-02-08 11:02:28,0.016s,PASSED
closeBrowser(),Chrome 107.0.0.0,,,2023-02-08 11:02:28,2023-02-08 11:02:28,0.157s,PASSED
