Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Verify Login SKP,Chrome 107.0.0.0,,,2023-02-07 22:51:05,2023-02-07 22:51:55,49.770s,PASSED
,,,,,,,
Test Cases/Login to SKP site/Verify Login SKP,Chrome 107.0.0.0,,,2023-02-07 22:51:05,2023-02-07 22:51:55,49.616s,PASSED
"openBrowser("""")",Chrome 107.0.0.0,,,2023-02-07 22:51:06,2023-02-07 22:51:09,3.307s,PASSED
"navigateToUrl(""https://eacademy-schwarzkopf-professional-com.ref.web.raqn.io/fr/fr/bienvenue/login.html/please-log-me-in"")",Chrome 107.0.0.0,,,2023-02-07 22:51:09,2023-02-07 22:51:12,2.839s,PASSED
"click(findTestObject(""Object Repository/Page_Login/button_Autoriser tous les cookies""))",Chrome 107.0.0.0,,,2023-02-07 22:51:12,2023-02-07 22:51:13,1.607s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login/input_E-mail_username""), ""13kZ8gQ78EDBcCNmg339zDKsqBmecz/GYnEFWYF0PJ8="")",Chrome 107.0.0.0,,,2023-02-07 22:51:13,2023-02-07 22:51:14,0.869s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login/input_Mot de passe_password""), ""DwTTIjmC6TIdOW0tF9H0lw=="")",Chrome 107.0.0.0,,,2023-02-07 22:51:14,2023-02-07 22:51:15,0.524s,PASSED
"click(findTestObject(""Object Repository/Page_Login/input_Vous avez oubli votre mot de passe_gi_d5d053""))",Chrome 107.0.0.0,,,2023-02-07 22:51:15,2023-02-07 22:51:15,0.537s,PASSED
"click(findTestObject(""Page_Accueil/svg""))",Chrome 107.0.0.0,,,2023-02-07 22:51:15,2023-02-07 22:51:32,16.650s,PASSED
"mouseOver(findTestObject(""Object Repository/Page_Accueil/button_BS""))",Chrome 107.0.0.0,,,2023-02-07 22:51:32,2023-02-07 22:51:49,17.023s,PASSED
"click(findTestObject(""Object Repository/Page_Accueil/span_SE DCONNECTER""))",Chrome 107.0.0.0,,,2023-02-07 22:51:49,2023-02-07 22:51:55,5.744s,PASSED
getUrl(),Chrome 107.0.0.0,,,2023-02-07 22:51:55,2023-02-07 22:51:55,0.026s,PASSED
closeBrowser(),Chrome 107.0.0.0,,,2023-02-07 22:51:55,2023-02-07 22:51:55,0.259s,PASSED
